Current Evaluation Model of Likelihood to Leave,EmployeeLeft,Hired through SMTP,Marked for PHT Program,Recruiting Location Code,Salary,"Survey, Relative, Attitude toward Environment","Survey, Relative, Attitude toward Peers","Survey, Relative, Peer's Average Attitude toward Peers","Survey, Relative, Peer's Average Attitude toward Work/Life Balance",University
44.9,0.0,0,0,45998,49247.79,4,1,2,2,COMSATS Institute of Information Technology
26.1,0.0,0,1,63997,77578.23,1,5,1,1,Enugu State University of Science and Technology
26.6,0.0,1,1,10000,47919.06,4,6,1,1,Université de Corse Pascal Paoli
37.5,1.0,0,0,45998,43611.12,3,4,7,4,St. Norbert College
38.5,1.0,0,0,63997,56012.8,4,4,7,2,COMSATS Institute of Information Technology
36.5,0.0,1,0,63997,41547.8,3,2,2,3,Enugu State University of Science and Technology
47.8,0.0,0,1,45998,42340.85,2,7,1,3,Enugu State University of Science and Technology
31.0,0.0,0,1,27999,52445.86,2,4,2,2,NHTV Breda University of Professional Education
53.6,1.0,0,0,63997,56849.71,5,4,1,3,St. Norbert College
30.9,1.0,0,0,81996,50616.07,5,5,3,5,Nazarene Bible College
44.5,1.0,0,1,27999,51797.57,5,2,3,3,St. Norbert College
41.1,1.0,0,1,10000,41869.98,5,3,2,4,Nazarene Bible College
20.0,0.0,1,1,81996,55450.29,5,4,5,1,Université de Corse Pascal Paoli
39.7,0.0,1,0,81996,43125.87,3,8,2,2,St. Norbert College
34.1,0.0,1,1,81996,44421.24,5,3,4,2,St. Norbert College
23.3,0.0,1,0,45998,47960.28,2,3,1,1,Enugu State University of Science and Technology
47.3,1.0,0,1,81996,47830.31,4,1,2,3,St. Norbert College
40.8,0.0,1,0,27999,49592.69,2,2,2,2,St. Norbert College
36.1,1.0,1,1,45998,57525.46,5,4,2,1,Enugu State University of Science and Technology
39.6,0.0,0,1,63997,44528.95,5,6,1,1,St. Norbert College
48.1,1.0,1,1,45998,44506.66,5,5,1,3,St. Norbert College
48.6,0.0,1,0,81996,57452.18,5,5,1,1,Université de Corse Pascal Paoli
26.8,0.0,1,0,10000,45226.64,2,4,1,3,NHTV Breda University of Professional Education
42.2,0.0,0,1,81996,45934.89,5,3,4,3,Université de Corse Pascal Paoli
12.7,0.0,0,0,81996,50746.57,2,5,1,1,Enugu State University of Science and Technology
29.0,1.0,1,0,81996,47098.97,4,5,3,4,St. Norbert College
36.3,0.0,1,1,27999,63560.14,1,8,4,1,COMSATS Institute of Information Technology
60.9,1.0,0,0,45998,45535.71,5,8,4,2,Enugu State University of Science and Technology
44.2,0.0,1,1,27999,46832.19,5,2,1,3,Université de Corse Pascal Paoli
43.1,0.0,1,0,63997,45267.11,5,3,3,2,Université de Corse Pascal Paoli
37.2,0.0,1,1,81996,60024.75,4,3,1,3,Université de Corse Pascal Paoli
33.8,1.0,0,0,27999,49352.46,4,2,3,3,Enugu State University of Science and Technology
23.3,0.0,0,0,27999,44296.48,4,4,2,2,Enugu State University of Science and Technology
24.5,0.0,0,0,63997,42267.74,5,2,1,2,COMSATS Institute of Information Technology
19.3,0.0,1,0,63997,50835.45,4,8,1,2,Enugu State University of Science and Technology
35.4,1.0,0,0,63997,52193.96,5,4,4,1,Enugu State University of Science and Technology
37.9,0.0,1,1,27999,42397.38,5,4,3,2,Nazarene Bible College
8.1,1.0,1,0,27999,44108.17,1,7,1,1,NHTV Breda University of Professional Education
27.4,0.0,1,0,45998,44187.1,1,1,5,4,Université de Corse Pascal Paoli
23.5,0.0,0,0,81996,50245.44,4,4,7,1,NHTV Breda University of Professional Education
44.4,1.0,1,0,63997,43437.83,5,3,1,3,St. Norbert College
26.0,0.0,1,0,63997,45255.18,4,3,4,1,Enugu State University of Science and Technology
34.9,1.0,1,1,63997,45990.52,2,4,1,2,St. Norbert College
48.4,1.0,0,1,27999,40960.56,4,3,1,3,St. Norbert College
37.8,1.0,0,1,81996,46776.19,2,3,2,2,Enugu State University of Science and Technology
43.3,1.0,0,0,10000,48586.73,3,5,5,3,St. Norbert College
29.7,1.0,1,0,45998,47503.02,4,2,1,5,Université de Corse Pascal Paoli
42.0,1.0,1,0,27999,63853.64,4,2,1,1,Enugu State University of Science and Technology
60.9,1.0,0,0,63997,57414.84,3,1,1,4,COMSATS Institute of Information Technology
16.7,1.0,1,0,81996,76909.2,1,3,4,4,Nazarene Bible College
29.7,0.0,0,1,45998,56745.48,5,3,1,1,St. Norbert College
47.7,1.0,0,0,81996,45181.14,5,3,1,2,St. Norbert College
38.3,1.0,1,1,81996,58968.52,5,2,3,2,St. Norbert College
60.7,1.0,1,0,27999,57702.44,2,7,1,4,COMSATS Institute of Information Technology
29.0,0.0,0,0,10000,41638.92,3,4,1,2,St. Norbert College
54.3,0.0,1,0,63997,41820.08,5,6,3,1,St. Norbert College
52.1,1.0,0,0,45998,46518.11,5,6,5,3,St. Norbert College
26.1,0.0,0,1,81996,46655.72,2,4,5,1,St. Norbert College
38.3,0.0,1,1,81996,52019.72,3,2,1,1,St. Norbert College
41.1,1.0,0,0,27999,44773.24,5,4,1,3,St. Norbert College
53.8,0.0,1,1,27999,57365.65,2,3,1,1,NHTV Breda University of Professional Education
21.7,1.0,1,0,45998,46874.82,5,4,2,2,St. Norbert College
30.1,1.0,0,1,63997,52649.63,4,3,1,4,St. Norbert College
37.3,0.0,1,0,27999,42294.91,3,1,3,2,Université de Corse Pascal Paoli
30.4,1.0,1,0,45998,49816.99,2,4,1,5,NHTV Breda University of Professional Education
23.6,0.0,0,1,63997,45386.79,5,1,2,1,COMSATS Institute of Information Technology
27.2,0.0,1,1,45998,47122.26,2,6,2,5,COMSATS Institute of Information Technology
40.8,0.0,1,0,63997,53213.2,4,5,2,1,Enugu State University of Science and Technology
38.9,1.0,0,0,81996,40718.03,5,3,4,3,NHTV Breda University of Professional Education
46.7,0.0,0,1,63997,45141.02,3,5,2,1,NHTV Breda University of Professional Education
12.0,0.0,1,1,63997,53503.33,3,4,2,3,NHTV Breda University of Professional Education
37.4,0.0,0,0,81996,44819.16,2,4,3,3,Enugu State University of Science and Technology
30.2,1.0,1,1,81996,47533.2,3,7,4,4,St. Norbert College
25.7,0.0,1,0,45998,42290.49,2,4,1,4,COMSATS Institute of Information Technology
38.0,0.0,0,0,27999,49822.13,2,5,1,3,St. Norbert College
39.6,1.0,0,1,81996,54147.77,5,6,2,3,St. Norbert College
46.1,0.0,1,0,63997,46073.37,2,1,4,3,NHTV Breda University of Professional Education
39.1,1.0,0,1,63997,42488.53,2,4,1,3,COMSATS Institute of Information Technology
42.5,0.0,0,0,10000,47225.9,3,4,2,3,NHTV Breda University of Professional Education
24.1,1.0,0,0,81996,52386.49,5,4,6,1,St. Norbert College
23.2,0.0,0,1,45998,47411.97,5,4,1,2,NHTV Breda University of Professional Education
37.1,0.0,1,0,81996,44804.89,3,6,2,1,Enugu State University of Science and Technology
11.6,1.0,0,0,81996,59714.67,5,4,1,1,COMSATS Institute of Information Technology
25.7,0.0,0,1,81996,43264.85,2,3,7,4,Enugu State University of Science and Technology
41.1,1.0,0,0,27999,53798.36,5,6,1,4,Enugu State University of Science and Technology
28.5,1.0,0,0,10000,45823.13,3,6,2,3,St. Norbert College
39.1,1.0,1,1,81996,51978.73,5,4,1,5,Enugu State University of Science and Technology
35.8,1.0,1,1,27999,49229.13,5,6,1,5,Enugu State University of Science and Technology
36.8,0.0,0,1,27999,48776.67,4,2,5,2,St. Norbert College
42.5,0.0,1,1,63997,48412.73,2,4,3,1,St. Norbert College
33.3,0.0,0,0,10000,44850.43,2,1,1,1,NHTV Breda University of Professional Education
18.7,1.0,0,1,27999,59153.89,5,3,7,2,Université de Corse Pascal Paoli
29.1,0.0,0,1,81996,43985.33,4,7,1,2,Enugu State University of Science and Technology
27.1,1.0,1,1,10000,67225.07,3,1,3,4,Enugu State University of Science and Technology
43.7,0.0,1,1,45998,43282.66,2,3,4,3,Université de Corse Pascal Paoli
27.7,0.0,1,0,27999,41866.73,4,6,3,1,St. Norbert College
20.1,0.0,0,0,27999,47903.37,3,3,1,1,St. Norbert College
42.8,0.0,0,1,10000,46278.91,5,3,1,1,Enugu State University of Science and Technology
20.5,0.0,0,0,45998,53600.82,2,1,1,1,St. Norbert College
22.3,0.0,0,1,63997,48693.29,2,2,6,4,St. Norbert College
28.1,1.0,0,1,63997,51303.17,5,4,3,3,St. Norbert College
40.9,1.0,1,0,63997,41814.27,4,2,1,3,St. Norbert College
28.6,1.0,1,0,45998,42868.06,4,4,4,4,Enugu State University of Science and Technology
41.3,0.0,1,0,63997,45548.77,3,4,7,3,Nazarene Bible College
33.5,1.0,1,1,81996,62902.47,3,3,1,3,Enugu State University of Science and Technology
41.3,0.0,1,0,27999,54631.22,2,5,1,3,Nazarene Bible College
36.8,0.0,0,1,45998,43975.15,3,3,3,2,Enugu State University of Science and Technology
27.5,1.0,0,0,81996,44841.47,4,3,1,4,St. Norbert College
30.3,0.0,0,0,63997,49019.03,1,3,2,2,Enugu State University of Science and Technology
51.9,0.0,0,1,81996,45613.57,3,3,4,4,COMSATS Institute of Information Technology
46.6,0.0,1,0,10000,45457.49,4,7,1,2,COMSATS Institute of Information Technology
41.5,1.0,0,1,27999,55316.31,5,3,7,3,St. Norbert College
48.6,0.0,1,0,81996,48704.62,3,4,3,2,St. Norbert College
18.4,0.0,0,1,81996,43981.53,5,4,2,4,Université de Corse Pascal Paoli
44.7,1.0,1,0,81996,43133.75,5,5,6,3,St. Norbert College
38.0,0.0,1,1,81996,44340.15,3,3,5,1,Enugu State University of Science and Technology
41.1,1.0,0,0,81996,55651.84,4,4,5,3,Université de Corse Pascal Paoli
52.5,0.0,0,1,81996,48244.08,5,3,2,3,Université de Corse Pascal Paoli
25.5,0.0,0,1,63997,50254.54,5,4,1,1,St. Norbert College
26.0,0.0,1,0,81996,62248.33,2,7,2,1,Université de Corse Pascal Paoli
29.5,0.0,1,1,63997,46784.85,3,6,4,4,NHTV Breda University of Professional Education
36.9,1.0,1,1,10000,45455.09,5,6,1,2,Nazarene Bible College
33.6,0.0,1,1,45998,49652.42,1,3,3,2,St. Norbert College
33.3,1.0,1,0,81996,43957.3,4,2,5,4,St. Norbert College
35.2,1.0,1,0,81996,45897.26,5,1,7,4,NHTV Breda University of Professional Education
37.5,1.0,0,0,45998,49255.98,5,8,1,4,COMSATS Institute of Information Technology
13.1,1.0,0,0,45998,44060.21,5,6,1,3,Enugu State University of Science and Technology
51.5,1.0,0,0,63997,57366.12,5,5,4,3,St. Norbert College
34.8,1.0,1,0,45998,46726.43,5,2,2,2,Enugu State University of Science and Technology
44.4,0.0,0,1,81996,55100.22,3,2,5,2,Enugu State University of Science and Technology
38.2,0.0,0,1,45998,56611.06,4,5,2,2,Nazarene Bible College
33.8,0.0,0,1,10000,45505.29,2,2,4,1,St. Norbert College
42.8,0.0,1,1,27999,54287.12,3,3,1,2,NHTV Breda University of Professional Education
23.3,0.0,1,1,10000,41134.37,2,2,7,2,Enugu State University of Science and Technology
31.9,1.0,1,0,81996,60213.58,4,2,6,2,St. Norbert College
34.4,0.0,1,0,27999,46057.98,5,3,4,1,St. Norbert College
31.6,1.0,0,0,27999,49395.52,5,5,7,2,NHTV Breda University of Professional Education
35.4,0.0,0,1,10000,45059.74,4,2,1,1,Enugu State University of Science and Technology
34.5,1.0,1,1,45998,42958.11,5,3,7,3,St. Norbert College
38.2,0.0,1,0,81996,45272.51,4,4,5,3,Université de Corse Pascal Paoli
37.9,0.0,1,1,10000,42696.5,3,6,3,1,Enugu State University of Science and Technology
31.3,0.0,1,0,81996,45179.14,2,3,5,3,NHTV Breda University of Professional Education
37.5,0.0,0,1,45998,45174.63,5,3,1,1,COMSATS Institute of Information Technology
36.8,0.0,0,1,81996,47658.87,1,2,1,2,Enugu State University of Science and Technology
50.3,0.0,1,1,45998,45873.74,1,5,7,2,Enugu State University of Science and Technology
30.1,0.0,0,1,81996,47419.67,4,2,7,2,Université de Corse Pascal Paoli
33.3,0.0,1,1,45998,42957.91,5,4,3,3,COMSATS Institute of Information Technology
40.3,0.0,0,1,81996,47656.28,5,4,1,1,COMSATS Institute of Information Technology
24.5,1.0,0,0,81996,46161.25,5,5,4,4,Enugu State University of Science and Technology
22.9,0.0,0,1,81996,51552.41,2,2,1,1,St. Norbert College
43.2,0.0,1,1,45998,44176.98,2,4,1,3,St. Norbert College
21.3,0.0,0,1,45998,47584.93,4,4,3,1,NHTV Breda University of Professional Education
49.5,1.0,0,1,81996,40897.73,3,5,3,3,Enugu State University of Science and Technology
43.6,0.0,1,1,63997,50878.4,5,1,1,1,Enugu State University of Science and Technology
31.8,0.0,1,0,27999,48348.26,5,4,6,1,Enugu State University of Science and Technology
50.1,0.0,1,0,63997,43218.51,1,1,1,4,Enugu State University of Science and Technology
41.3,0.0,1,0,45998,43178.22,2,3,1,3,Enugu State University of Science and Technology
45.4,1.0,0,1,81996,65970.15,5,4,7,2,Enugu State University of Science and Technology
36.7,0.0,1,0,10000,50046.82,3,3,4,1,Nazarene Bible College
40.8,1.0,0,1,27999,50373.32,4,3,4,3,NHTV Breda University of Professional Education
41.3,1.0,1,1,81996,42631.69,3,4,1,5,Enugu State University of Science and Technology
46.0,0.0,0,1,81996,46296.77,5,8,1,2,St. Norbert College
15.0,0.0,0,0,10000,60513.76,2,3,1,4,Université de Corse Pascal Paoli
40.0,0.0,0,0,10000,46662.43,3,3,1,1,Enugu State University of Science and Technology
30.5,0.0,0,1,63997,54032.17,4,6,1,1,St. Norbert College
39.4,0.0,0,1,81996,47863.17,4,1,6,1,Université de Corse Pascal Paoli
48.0,0.0,1,1,27999,45077.19,5,2,1,1,Université de Corse Pascal Paoli
44.5,1.0,0,1,10000,46651.19,4,3,7,3,St. Norbert College
38.8,0.0,0,1,81996,48476.53,5,4,3,2,NHTV Breda University of Professional Education
19.0,0.0,1,0,63997,44210.61,2,4,2,1,Enugu State University of Science and Technology
36.1,1.0,1,1,63997,52576.72,5,3,2,3,Enugu State University of Science and Technology
46.9,1.0,0,1,81996,48141.44,5,2,1,5,COMSATS Institute of Information Technology
36.3,1.0,0,0,45998,43763.19,5,4,5,3,NHTV Breda University of Professional Education
33.4,0.0,0,0,45998,47405.21,5,3,5,1,Enugu State University of Science and Technology
44.9,0.0,1,1,63997,43901.91,4,5,1,1,Université de Corse Pascal Paoli
25.2,0.0,0,1,63997,48916.76,2,8,1,2,NHTV Breda University of Professional Education
43.7,0.0,1,1,63997,48553.55,1,4,7,3,St. Norbert College
59.6,1.0,0,0,63997,60156.35,5,8,1,4,St. Norbert College
47.1,1.0,1,0,10000,49196.11,4,4,1,4,St. Norbert College
42.8,1.0,1,1,27999,47517.79,5,2,3,4,St. Norbert College
43.5,0.0,1,0,63997,47548.86,5,8,3,3,Université de Corse Pascal Paoli
66.3,0.0,1,0,27999,47725.22,1,3,4,3,St. Norbert College
32.8,1.0,1,1,81996,48411.51,5,5,3,2,St. Norbert College
36.3,1.0,0,1,81996,51051.54,3,6,3,3,St. Norbert College
29.0,1.0,0,0,27999,57054.61,4,2,3,1,St. Norbert College
30.9,0.0,1,0,45998,48018.4,1,5,1,4,St. Norbert College
38.6,0.0,1,0,63997,45332.64,3,4,3,3,Enugu State University of Science and Technology
27.1,1.0,0,0,81996,45607.25,3,8,1,4,Enugu State University of Science and Technology
34.9,0.0,0,0,63997,42268.57,3,2,5,1,Enugu State University of Science and Technology
43.5,0.0,1,0,81996,50838.52,5,3,3,2,Université de Corse Pascal Paoli
40.2,1.0,1,0,45998,55991.55,3,8,5,2,St. Norbert College
42.8,1.0,1,0,45998,55699.87,3,2,2,2,St. Norbert College
43.1,0.0,0,0,63997,54884.73,1,8,3,1,Enugu State University of Science and Technology
43.9,0.0,1,1,27999,45005.33,3,4,2,3,COMSATS Institute of Information Technology
14.9,1.0,0,1,63997,57060.6,5,2,3,3,St. Norbert College
28.6,1.0,1,1,10000,55187.43,5,5,1,1,St. Norbert College
45.9,0.0,1,0,10000,45518.31,5,3,3,1,Enugu State University of Science and Technology
38.2,0.0,0,0,27999,43677.23,2,3,2,1,St. Norbert College
41.2,1.0,0,0,81996,45430.74,5,2,4,4,St. Norbert College
37.1,1.0,0,0,81996,49910.27,5,3,2,1,St. Norbert College
36.1,1.0,1,1,81996,47862.93,4,4,2,5,St. Norbert College
46.6,0.0,0,0,27999,41653.41,2,4,3,3,St. Norbert College
34.1,0.0,0,1,81996,46077.88,2,5,1,1,NHTV Breda University of Professional Education
24.4,0.0,1,0,81996,45496.99,1,6,1,4,St. Norbert College
20.2,0.0,1,0,27999,42289.99,4,1,4,2,St. Norbert College
47.6,0.0,0,0,45998,43380.38,3,4,5,1,St. Norbert College
46.5,0.0,0,1,27999,50571.24,4,1,1,1,Enugu State University of Science and Technology
43.4,0.0,0,0,45998,43170.8,3,8,3,1,Nazarene Bible College
31.6,1.0,0,1,81996,47924.69,5,2,1,4,St. Norbert College
43.6,1.0,1,0,27999,50086.38,2,1,4,4,Enugu State University of Science and Technology
29.5,1.0,1,0,45998,42760.23,5,2,2,1,Nazarene Bible College
48.0,0.0,1,1,81996,40278.3,2,3,1,1,St. Norbert College
47.0,1.0,1,0,45998,45217.86,5,8,2,3,Enugu State University of Science and Technology
42.7,1.0,0,0,81996,53447.32,5,5,1,1,Enugu State University of Science and Technology
45.5,1.0,1,0,63997,42498.68,4,6,7,4,Enugu State University of Science and Technology
31.1,0.0,0,1,27999,44109.67,4,1,1,3,Enugu State University of Science and Technology
30.9,1.0,0,0,45998,43631.19,5,6,3,2,St. Norbert College
42.8,1.0,1,0,81996,47566.55,3,5,1,1,St. Norbert College
36.7,0.0,0,1,63997,48572.68,1,4,4,4,St. Norbert College
43.2,0.0,0,0,27999,48706.65,1,7,4,1,Enugu State University of Science and Technology
30.0,1.0,1,0,45998,47434.13,5,3,7,4,Université de Corse Pascal Paoli
30.4,1.0,0,0,27999,49089.15,5,2,1,3,St. Norbert College
42.2,0.0,1,1,27999,44651.13,5,1,1,3,COMSATS Institute of Information Technology
43.2,0.0,0,0,27999,47806.86,2,8,1,2,St. Norbert College
40.7,1.0,0,1,63997,47900.79,5,4,1,2,St. Norbert College
36.6,0.0,0,1,27999,42535.19,3,2,1,1,Université de Corse Pascal Paoli
37.4,0.0,1,1,10000,44701.6,3,4,4,3,Université de Corse Pascal Paoli
36.7,0.0,0,1,27999,41610.3,3,2,1,1,St. Norbert College
40.2,1.0,0,0,63997,44295.54,5,7,1,2,St. Norbert College
45.0,0.0,1,1,63997,47161.32,3,8,3,3,St. Norbert College
40.6,1.0,0,0,27999,44322.27,5,5,2,3,NHTV Breda University of Professional Education
47.9,0.0,1,1,63997,49620.04,4,4,2,1,NHTV Breda University of Professional Education
46.3,1.0,0,1,27999,49159.65,4,6,2,4,Enugu State University of Science and Technology
27.9,0.0,1,1,81996,45984.55,5,4,1,3,Université de Corse Pascal Paoli
28.8,0.0,0,1,45998,41762.86,3,6,3,3,St. Norbert College
26.3,0.0,1,0,27999,46169.64,3,4,2,5,Nazarene Bible College
44.7,0.0,1,0,10000,49444.88,3,4,2,2,St. Norbert College
25.6,1.0,1,0,45998,44362.18,5,7,3,4,Nazarene Bible College
27.9,0.0,1,1,10000,45053.58,5,4,4,1,Enugu State University of Science and Technology
38.8,1.0,1,0,63997,47047.47,5,3,1,3,St. Norbert College
50.1,0.0,1,0,63997,48713.95,3,2,1,1,Enugu State University of Science and Technology
31.3,0.0,1,1,81996,44919.29,2,7,3,3,St. Norbert College
44.3,1.0,1,0,45998,52089.11,3,2,1,3,Enugu State University of Science and Technology
42.4,0.0,1,1,63997,50254.34,2,6,4,3,NHTV Breda University of Professional Education
50.7,0.0,1,1,63997,41104.84,5,8,1,1,Enugu State University of Science and Technology
23.3,1.0,1,1,81996,55431.39,5,5,1,1,St. Norbert College
31.1,0.0,1,1,45998,48942.34,5,4,2,1,St. Norbert College
51.5,0.0,1,0,45998,43227.0,5,5,1,2,COMSATS Institute of Information Technology
27.0,1.0,1,0,81996,43311.16,4,3,3,3,St. Norbert College
46.3,0.0,0,1,10000,45453.68,4,2,5,2,St. Norbert College
34.4,0.0,1,1,45998,49917.62,4,3,6,2,COMSATS Institute of Information Technology
34.5,1.0,0,0,45998,76180.61,3,2,4,2,St. Norbert College
32.5,1.0,1,1,10000,58551.83,4,5,2,5,Université de Corse Pascal Paoli
40.0,0.0,1,1,63997,61671.68,3,3,2,1,Université de Corse Pascal Paoli
36.1,1.0,1,0,45998,67232.19,4,2,7,2,St. Norbert College
32.9,1.0,0,1,27999,41250.65,3,4,4,5,St. Norbert College
28.5,1.0,1,1,81996,41080.53,5,5,1,3,St. Norbert College
38.7,1.0,0,0,63997,45865.57,5,7,4,2,St. Norbert College
39.6,1.0,1,0,27999,40574.43,5,7,2,2,Nazarene Bible College
48.6,0.0,0,1,27999,44809.8,3,4,2,1,NHTV Breda University of Professional Education
36.7,1.0,1,0,10000,53790.59,5,4,4,2,Enugu State University of Science and Technology
49.5,0.0,0,0,63997,60352.39,3,5,1,1,NHTV Breda University of Professional Education
29.0,0.0,1,1,63997,45173.72,3,5,1,3,Enugu State University of Science and Technology
17.2,0.0,1,0,45998,47140.28,3,3,1,4,NHTV Breda University of Professional Education
31.8,0.0,1,0,10000,56884.43,3,2,1,2,NHTV Breda University of Professional Education
49.2,1.0,1,1,81996,41339.59,5,3,1,3,St. Norbert College
38.7,1.0,1,1,27999,57809.49,5,3,2,3,Nazarene Bible College
40.2,1.0,1,1,45998,46185.07,5,4,1,5,St. Norbert College
38.0,0.0,0,1,45998,42954.89,3,4,1,4,COMSATS Institute of Information Technology
46.6,0.0,0,1,10000,47064.91,1,2,1,1,St. Norbert College
36.3,1.0,0,0,27999,43755.57,5,8,7,2,St. Norbert College
24.4,0.0,0,1,81996,42315.52,2,6,4,2,Enugu State University of Science and Technology
41.3,1.0,1,1,81996,43169.29,2,6,1,1,Enugu State University of Science and Technology
40.3,0.0,1,1,27999,48442.41,4,2,2,4,Nazarene Bible College
33.5,0.0,0,1,81996,46275.11,3,2,1,3,NHTV Breda University of Professional Education
47.3,0.0,0,0,27999,48496.35,3,4,1,1,COMSATS Institute of Information Technology
20.7,0.0,1,0,45998,51305.23,3,6,1,3,Enugu State University of Science and Technology
34.4,0.0,0,1,63997,52870.02,4,2,1,3,Université de Corse Pascal Paoli
22.7,0.0,1,1,45998,43598.3,5,4,3,1,St. Norbert College
47.3,0.0,1,1,63997,46982.3,3,6,1,1,NHTV Breda University of Professional Education
41.0,0.0,0,1,81996,44251.25,3,6,1,4,Enugu State University of Science and Technology
32.0,1.0,0,1,27999,42469.74,5,2,1,4,St. Norbert College
32.5,1.0,0,0,27999,48663.75,4,4,2,2,Enugu State University of Science and Technology
55.9,1.0,0,0,10000,42038.29,5,3,3,2,St. Norbert College
53.7,0.0,1,1,81996,44869.19,3,1,1,4,NHTV Breda University of Professional Education
43.9,0.0,1,0,63997,41922.12,2,4,4,3,St. Norbert College
34.0,0.0,0,1,63997,41324.4,3,2,1,3,Nazarene Bible College
35.8,0.0,0,0,81996,48883.32,3,7,1,4,Nazarene Bible College
11.5,0.0,1,0,10000,47470.41,5,4,3,1,St. Norbert College
44.1,0.0,0,1,81996,41988.26,1,6,1,2,NHTV Breda University of Professional Education
47.8,0.0,1,0,81996,43953.11,4,4,1,2,St. Norbert College
40.9,1.0,1,0,10000,43949.62,5,4,2,3,St. Norbert College
28.2,0.0,1,1,63997,51700.65,4,3,3,2,Enugu State University of Science and Technology
